Discharge Time (s),Charging time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),,RUL
1213.95,7996.8,3.845,3.63,1972.930429,2708.36,,204
1213.22,8003.44,3.844,3.632,1952.265,2672.27,,203
1209.11,7967.75,3.843,3.632,1947.216143,2672.36,,202
1210.92,8033.22,3.843,3.632,1934.344,2672.34,,201
1210.88,8614.39,3.837,3.791,1687.328,2527,,200
185511.82,67511.33,4.227,3.354,55860.004,67511.33,,199
1219.52,12170.08,3.834,3.618,2663.384,3860.38,,198
1221.92,8469.38,3.838,3.64,1982.256,2708.26,,197
1222.18,8292,3.842,3.639,1994.351,2708.35,,196
30.79,8,3.109,3.639,124.1143749,8,,195
1222.27,8432.32,3.844,3.637,2084.318,2816.32,,194
1221.25,8239.74,3.845,3.639,1988.258,2708.26,,193
1219.2,8184.32,3.845,3.638,1983.208143,2708.35,,192
1216.45,8156.52,3.845,3.638,1982.258,2708.26,,191
1217.79,8137.41,3.844,3.638,1972.923429,2708.35,,190
1215.65,8167.91,3.845,3.638,1972.829429,2708.26,,189
1211.16,8140.41,3.843,3.638,1962.668714,2672.38,,188
1202.62,8084.64,3.841,3.638,1952.351,2672.32,,187
1201.38,8055.68,3.84,3.64,1931.810571,2636.38,,186
1199.01,8017.22,3.84,3.64,1926.769714,2636.48,,185
1201.83,8003.17,3.841,3.64,1921.525857,2636.38,,184
1198.56,8015.52,3.839,3.639,1926.504714,2636.22,,183
1195.94,8031.19,3.839,3.639,1916.25,2636.25,,182
1195.3,8082.73,3.839,3.641,1911.185143,2636.33,,181
1199.69,8414.59,3.838,3.638,1942.026286,2672.31,,179
1196.06,8205.86,3.838,3.639,1922.36,2636.36,,178
1191.39,8139.27,3.838,3.641,1916.39,2636.39,,177
1189.5,8101.97,3.837,3.642,1900.883429,2636.31,,176
1191.53,8683.59,3.83,3.794,1645.375,2464,,175
1195.03,8570.34,3.835,3.925,1670.25,2492.25,,174
1187.84,8142.25,3.835,3.641,1910.313,2636.31,,173
1184.81,8070.16,3.835,3.641,1890.691714,2600.41,,172
1185.5,8098.75,3.836,3.642,1885.486857,2600.34,,171
1186.75,8094.03,3.838,3.641,1885.423857,2600.28,,170
1180.09,8023.88,3.834,3.641,1890.660714,2600.38,,169
1178.81,7990.25,3.835,3.642,1874.344,2600.34,,168
1179.34,7963.03,3.835,3.642,1868.375,2564.38,,167
1179.09,7976.22,3.834,3.641,1870.026286,2600.31,,166
1177.88,8004.81,3.834,3.641,1870.120286,2564.41,,165
1178.84,7983.44,3.834,3.641,1862.344,2564.34,,164
1176.44,8052.75,3.836,3.641,1864.834714,2564.25,,163
1172.53,8028.81,3.834,3.641,1856.344,2564.34,,162
1167.94,8003.91,3.833,3.642,1844.375,2564.38,,161
1163.97,8000.38,3.831,3.643,1832.344,2528.34,,160
1162.12,7985.91,3.832,3.644,1820.344,2528.34,,159
1164.28,7985.44,3.832,3.645,1818.629714,2528.34,,158
1165.41,7970.06,3.831,3.643,1826.375,2528.38,,157
1166,8007.78,3.832,3.643,1832.344,2528.34,,156
1164.41,8067.56,3.831,3.643,1828.946429,2528.38,,155
1161.91,8051.28,3.832,3.643,1818.660714,2528.38,,154
1159.34,8080.09,3.832,3.644,1813.486857,2528.34,,153
1158.06,8000.06,3.833,3.645,1803.170143,2492.31,,152
1156.72,8620.72,3.823,3.795,1543.8285,2352,,151
1163.12,8516.25,3.829,3.928,1562.312,2348.31,,150
1159.5,8112.81,3.83,3.646,1823.803571,2528.38,,149
1156.25,8028.31,3.829,3.645,1813.454857,2528.31,,148
1157.19,8026.69,3.831,3.645,1803.232143,2492.38,,147
1151.81,8047.88,3.831,3.645,1808.312,2492.31,,146
1150.44,8011.81,3.83,3.646,1792.883429,2492.31,,145
1150.75,8001,3.831,3.647,1787.741571,2492.31,,144
1152,7962.81,3.83,3.647,1790.375,2492.38,,143
1152.44,7995.75,3.83,3.646,1792.946429,2492.38,,142
1149.25,8052.81,3.831,3.645,1787.740571,2492.31,,141
1144.06,7992.94,3.83,3.646,1777.517857,2492.38,,140
1137.06,7919.19,3.827,3.649,1762.089286,2456.38,,139
1133.81,7886.44,3.826,3.649,1746.598714,2456.31,,138
1133.19,7896,3.825,3.65,1741.517857,2456.38,,137
1133.94,7926.5,3.826,3.649,1736.375,2420.38,,136
1130.31,7927.94,3.825,3.649,1746.598714,2456.31,,135
1128.56,7938.38,3.825,3.65,1731.232143,2420.38,,134
1129.12,7966.31,3.825,3.65,1730.375,2420.38,,133
1127.88,7911.44,3.824,3.65,1726.027286,2420.31,,132
1126.69,7956.12,3.824,3.65,1726.089286,2420.38,,131
1125.5,7874.19,3.824,3.652,1726.089286,2420.38,,130
1124,7903.69,3.824,3.651,1722.812,2420.31,,129
1123.62,7931.25,3.823,3.651,1720.884429,2420.31,,128
1133.94,8592.88,3.819,3.793,1435.313,2233.06,,127
1131.06,8514.81,3.822,3.931,1490.375,2276.38,,126
1124.88,8079.38,3.822,3.65,1741.517857,2420.38,,125
1123.38,7990.38,3.823,3.651,1722.85175,2420.31,,124
1122.38,7954,3.823,3.652,1720.910429,2420.31,,123
1122.44,7945.06,3.822,3.652,1720.883429,2420.31,,122
1117.31,7965.44,3.822,3.651,1715.740571,2420.31,,121
1116.69,7965.19,3.822,3.652,1700.313,2384.31,,120
1114.69,7954.19,3.821,3.653,1695.232143,2384.38,,119
1112.19,7918.19,3.821,3.653,1690.026286,2384.31,,118
1111.31,7926.81,3.821,3.653,1690.027286,2384.31,,117
1109.56,7928.62,3.821,3.653,1679.803571,2348.38,,116
1109.69,7971,3.821,3.653,1677.813,2348.31,,115
1106.56,7952.56,3.82,3.654,1674.597714,2348.31,,114
1104.25,7916.94,3.819,3.655,1668.875,2348.38,,113
1102.62,7894.5,3.819,3.655,1659.875,2348.38,,112
1101.06,7891.56,3.819,3.655,1659.232143,2348.38,,111
1102.19,7904.75,3.819,3.656,1659.170143,2348.31,,110
1100.81,7847.88,3.819,3.655,1664.375,2348.38,,109
1098.62,7948,3.819,3.655,1653.902286,2348.19,,108
1096.88,7905.81,3.819,3.655,1646.375,2312.38,,107
1095.75,7910.88,3.818,3.656,1643.740571,2312.31,,106
1093.81,7893.5,3.818,3.656,1638.660714,2312.38,,105
1092.38,7880.69,3.817,3.656,1633.517857,2312.38,,104
1078.81,8571.56,3.789,3.798,1344.312,2135,,103
1094.75,8606.62,3.809,3.797,1372.375,2163,,102
184693.02,65547.27,4.219,3.376,54149.985,65547.27,,101
1103.62,12762.98,3.809,3.644,2402.352,3572.35,,100
1098.27,8420.45,3.813,3.662,1668.852,2348.35,,99
1095.01,8183.17,3.814,3.663,1664.32,2348.32,,98
1094.46,8090.4,3.815,3.664,1654.032286,2312.32,,97
1092.25,8025.12,3.815,3.663,1650.851,2312.35,,96
1089.57,7968.38,3.815,3.664,1643.686571,2312.26,,95
1088.38,7982.56,3.815,3.664,1638.605714,2312.32,,94
1090.59,7973.77,3.815,3.663,1638.605714,2312.32,,93
1084.16,7925.06,3.815,3.663,1638.511714,2312.23,,92
1083.4,7959.39,3.813,3.665,1623.177143,2276.32,,91
1080.09,7903.36,3.813,3.665,1619.352,2276.35,,90
1078.4,7900.55,3.812,3.664,1612.954429,2276.38,,89
1077.31,7843.2,3.812,3.665,1607.748571,2276.32,,88
1077.89,7885.83,3.813,3.665,1607.748571,2276.32,,87
1077.16,7890.48,3.813,3.664,1607.772571,2276.34,,86
1075.64,7921.06,3.813,3.665,1605.859,2276.36,,85
1072.28,7857.22,3.812,3.665,1597.346857,2276.2,,84
1069.38,7857.16,3.812,3.666,1592.313,2240.31,,83
1071.59,7888.09,3.812,3.665,1583.35175,2240.34,,82
1069.89,7891.42,3.812,3.665,1592.328,2240.33,,81
1069.09,7922.17,3.811,3.665,1587.216143,2240.36,,80
1067.14,7911.78,3.811,3.666,1578.859,2240.36,,79
1063.58,7874.36,3.811,3.665,1574.344,2240.34,,78
1061.56,7858.39,3.81,3.667,1566.598714,2204.31,,77
1065.14,8590.47,3.802,3.8,1267.328,2037.03,,76
1067.88,8459.19,3.808,3.939,1304.344,2060.34,,75
1063.75,7994.28,3.809,3.665,1582.058286,2240.34,,74
1062.19,7939.34,3.809,3.666,1571.772571,2240.34,,73
1058.62,7934.31,3.809,3.666,1566.535714,2204.25,,72
1057.28,7895.44,3.809,3.668,1558.688,2206.69,,71
1055.41,7879.94,3.808,3.668,1551.844,2204.34,,70
1053.62,7827.09,3.807,3.667,1546.058286,2204.34,,69
1051.91,7843.66,3.807,3.667,1540.977429,2204.41,,68
1052.34,7846.97,3.807,3.667,1540.914429,2204.34,,67
1049.16,7852.62,3.807,3.668,1538.344,2204.34,,66
1044,7845.72,3.807,3.669,1530.628714,2168.34,,65
1045.41,7803.59,3.806,3.671,1524.813,2168.31,,64
1042.91,7818.44,3.806,3.67,1520.313,2168.31,,63
1042.81,7798.34,3.806,3.669,1515.200143,2168.34,,62
1042.72,7823.16,3.805,3.669,1515.875,2168.38,,61
1043.44,7864.66,3.805,3.669,1520.344,2168.34,,60
1040.03,7888.25,3.805,3.669,1515.875,2168.38,,59
1038.12,7866,3.805,3.669,1504.884429,2132.31,,58
1036.25,7863.12,3.805,3.669,1499.772571,2132.34,,57
1034.94,7851.06,3.804,3.67,1497.875,2132.38,,56
1036.19,7826.91,3.804,3.67,1494.535714,2132.25,,55
1030.41,7828.81,3.804,3.67,1499.740571,2132.31,,54
1029.47,7801.47,3.804,3.671,1484.219,2132.22,,53
1028.56,7801,3.803,3.671,1479.844,2132.34,,52
1030.94,8566.09,3.794,3.801,1169.344,1925,,51
1036.12,8514.5,3.801,3.943,1202.313,1952.31,,50
1029.19,7942,3.802,3.67,1497.813,2132.31,,49
1027.31,7896.19,3.802,3.671,1484.313,2132.31,,48
1024.75,7853.06,3.801,3.672,1479.232143,2096.38,,47
1023.94,7835.44,3.801,3.673,1470.875,2096.38,,46
1021.62,7834.38,3.801,3.673,1468.946429,2096.38,,45
1021.88,7845.94,3.801,3.673,1466.375,2096.38,,44
1020.69,7842.94,3.801,3.688,1466.375,2096.38,,43
1018.69,7803.88,3.801,3.673,1461.812,2096.31,,42
1017.06,7823.5,3.8,3.674,1457.375,2096.38,,41
1014.88,7793.94,3.8,3.673,1452.875,2096.38,,40
1008,7795.12,3.8,3.675,1448.375,2060.38,,39
1012.25,7792.44,3.799,3.676,1443.875,2060.38,,38
32.38,8,3.114,3.674,114.25,8,,37
1014.69,7963.75,3.799,3.671,1529.375,2168.38,,36
1014.62,7863.06,3.799,3.673,1448.375,2060.38,,35
1009.75,7856.69,3.799,3.673,1443.875,2060.38,,34
1007,7783.56,3.798,3.674,1432.884429,2060.31,,33
1005.25,7766.75,3.798,3.675,1425.75,2060.25,,32
1003.56,7736.12,3.798,3.677,1421.375,2060.38,,31
1002.62,7793.06,3.797,3.675,1421.375,2060.38,,30
1003.88,7730.19,3.797,3.676,1421.375,2024.38,,29
999.19,7755.56,3.798,3.675,1421.313,2024.31,,28
999.5,7761.81,3.797,3.676,1407.812,2024.31,,27
1003.31,8553,3.788,3.8,1085.438,1827,,26
1004.62,8488.69,3.795,3.947,1124.437,1844.44,,25
1000.75,7933.19,3.795,3.678,1421.313,2060.31,,24
998.44,7859.94,3.795,3.677,1416.75,2024.25,,23
999.69,7848.06,3.796,3.677,1407.875,2024.38,,22
1001.31,7882.62,3.798,3.677,1412.375,2024.38,,21
998,7854.75,3.797,3.676,1412.375,2024.38,,20
994.81,7805.94,3.796,3.677,1403.375,2024.38,,19
992.88,7786.81,3.796,3.678,1396.946429,2024.38,,18
991.56,7793,3.796,3.678,1394.375,2024.38,,17
990.25,7804,3.796,3.678,1389.812,1988.31,,16
985.38,7783.38,3.795,3.678,1385.375,1988.38,,15
981.94,7708.19,3.793,3.679,1371.812,1988.31,,14
982,7727.12,3.793,3.68,1367.375,1988.38,,13
979.81,7719,3.792,3.68,1367.375,1988.38,,12
978.19,7659.25,3.792,3.68,1362.875,1988.38,,11
977.94,7707.12,3.792,3.681,1362.875,1988.38,,10
976.94,7704.06,3.792,3.681,1358.25,1952.25,,9
974.69,7709,3.79,3.68,1353.812,1952.31,,8
974,7680,3.791,3.681,1349.312,1952.31,,7
973.25,7686.88,3.791,3.681,1349.375,1952.38,,6
970.94,7723.06,3.79,3.681,1344.875,1952.38,,5
969.94,7573.94,3.79,3.682,1340.312,1952.31,,4
968.25,7724.44,3.791,3.682,1340.375,1952.38,,3
967.06,7701.81,3.79,3.684,1335.232143,1952.38,,2
969.81,8538.25,3.78,3.81,994.437,1722.06,,1
671096.3,601726.6,4.212,3.264,52560,601726.6,,0
2652.99,11018.02,3.652,3.233,5340.993,6664,,1107
7356.99,10766.02,4.231,3.247,5368.992,6643.01,,1106
7336,10612,4.232,3.251,5355.008,6628.99,,1105
7328.99,10576.99,4.233,3.253,5348,6628.99,,1104
65032.8,107900.27,4.283,3.261,5340.992,107900.27,,1102
3329.98,6023.65,3.694,3.492,5081.545385,6023.65,,1101
6029.99,6018.43,4.036,3.482,5088.453462,6018.43,,1100
6031.42,5999.23,4.037,3.485,5072.1375,5999.23,,1099
5940,5989.47,4.035,3.489,5060.765538,5989.47,,1098
426207.68,433662.03,4.269,3.126,222054.844,87429.84,,1097
2269.7,6279.36,4.02,3.907,1919.456,2892.45,,1096
2266.15,9591.36,4.022,3.38,5202.399,6175.39,,1095
2264.93,9607.65,4.023,3.381,5195.359,6168.35,,1094
2262.11,9574.08,4.023,3.381,5195.359,6161.38,,1093
2259.55,9530.3,4.023,3.38,5188.352,6161.38,,1092
2256.8,9542.33,4.024,3.38,5181.343,6154.33,,1091
2253.44,9490.72,4.024,3.381,5174.398,6140.38,,1090
2251.17,9515.48,4.024,3.381,5160.351,6133.34,,1089
2247.88,9485.66,4.024,3.381,5153.344,6126.34,,1088
2245.79,9511.36,4.024,3.382,5146.367,6119.36,,1087
2243.27,9488.58,4.024,3.382,5139.359,6105.38,,1086
2241.34,9503.36,4.024,3.382,5132.312,6098.34,,1085
2238.92,9470.97,4.025,3.383,5121.867,6091.36,,1084
2235.72,9412.73,4.025,3.383,5118.375,6084.36,,1083
2233.12,9407.2,4.024,3.384,5104.328,6077.34,,1082
2231.33,9435.23,4.024,3.385,5097.422,6070.41,,1081
2228.95,9417.56,4.024,3.385,5090.235,6063.23,,1080
2226.98,9435.2,4.025,3.386,5083.375,6056.36,,1079
2222.31,9385.22,4.024,3.386,5076.359,6042.38,,1077
2220.61,9389.89,4.024,3.387,5069.406,6035.39,,1076
2218.69,9375.11,4.024,3.387,5062.375,6028.39,,1075
2216.53,9370.2,4.024,3.388,5055.359,6028.34,,1074
2221,9420.28,4.008,3.603,5033.375,6006,,1073
2226.25,9406.03,4.024,3.677,5048.375,6021.38,,1072
2223.47,9447.47,4.024,3.387,5069.344,6042.34,,1071
2219.16,9390.78,4.024,3.388,5062.375,6028.38,,1070
2216.22,9388.5,4.023,3.389,5048.343,6021.38,,1069
2212.72,9343.59,4.023,3.39,5041.375,6014.38,,1068
2211.5,9391.59,4.023,3.391,5034.344,6000.31,,1067
2209,9351.41,4.023,3.391,5027.344,6000.31,,1066
2207.25,9371.75,4.023,3.392,5020.312,5993.34,,1065
2204.72,9359.06,4.023,3.393,5013.343,5986.34,,1064
2202.28,9323.56,4.023,3.393,5006.375,5972.34,,1063
2200.41,9330.91,4.022,3.394,4999.344,5972.34,,1062
2198.56,9330.56,4.022,3.394,4992.344,5965.34,,1061
2196.75,9304.25,4.022,3.395,4985.344,5958.34,,1060
2195.12,9310.31,4.022,3.396,4985.375,5951.34,,1059
2193.75,9296.69,4.022,3.396,4978.312,5944.31,,1058
2192.69,9316.34,4.022,3.396,4971.344,5944.31,,1057
2190.69,9285.78,4.022,3.397,4971.312,5937.34,,1056
2189.12,9293.06,4.022,3.397,4964.312,5930.34,,1055
2187.44,9287.19,4.021,3.398,4957.313,5930.31,,1054
2186.31,9294.81,4.022,3.399,4950.375,5923.31,,1053
2185.62,9301.69,4.022,3.399,4950.313,5916.31,,1052
2183.56,9283.69,4.022,3.399,4943.313,5916.31,,1051
2180.44,9244.88,4.021,3.399,4943.25,5909.25,,1050
2184.44,9308.5,4.005,3.62,4914.25,5887,,1049
207014.94,85841.86,4.271,3.18,73949.983,85841.86,,1048
2188.26,9739.01,3.985,3.405,5217.056,6203.46,,1047
2185.86,9364.32,3.985,3.4,4976.352,5948.35,,1046
2183.68,9339.3,3.986,3.401,4970.352,5912.35,,1045
2181.02,9317.82,3.986,3.402,4964.289,5912.29,,1044
2179.65,9359.93,3.986,3.401,4958.352,5912.35,,1043
2177.44,9346.47,3.986,3.403,4947.458,5912.26,,1042
2175.01,9346.62,3.986,3.403,4940.352,5912.35,,1041
2172.42,9299.84,3.986,3.404,4934.321,5876.32,,1040
2170.56,9300.9,3.986,3.404,4928.352,5876.35,,1039
2169.25,9318.66,3.987,3.406,4922.39,5876.39,,1038
2167.3,9298.4,3.987,3.405,4916.351,5876.35,,1037
2165.5,9268.12,3.987,3.407,4911.591,5876.39,,1036
2163.42,9273.78,3.987,3.406,4904.344,5876.34,,1035
2161.81,9282.66,3.987,3.423,4898.36,5840.36,,1034
2159.39,9268.41,3.987,3.408,4892.375,5840.38,,1033
2157.28,9232.83,3.987,3.409,4886.344,5840.34,,1032
2156.06,9243.48,3.987,3.41,4882.619,5840.22,,1031
2154.72,9208.86,3.987,3.411,4875.559,5840.36,,1030
2153.19,9228.3,3.987,3.41,4874.266,5840.27,,1029
2150.81,9214.05,3.987,3.411,4868.312,5804.31,,1028
2149,9205.31,3.986,3.411,4861.143,5804.34,,1027
2147.17,9207.26,3.986,3.413,4853.9404,5804.33,,1026
2145.05,9227.09,3.986,3.429,4850.375,5804.38,,1025
2157.06,9222.31,4,3.64,4823.312,5796,,1024
2153.28,9238.03,3.985,3.722,4839.544,5804.34,,1023
2150.56,9229.47,3.985,3.413,4868.343,5804.34,,1022
2148.41,9275.06,3.985,3.414,4861.113,5804.31,,1021
2145.44,9219.19,3.985,3.415,4850.375,5804.38,,1020
2142.97,9192.22,3.985,3.416,4844.343,5804.34,,1019
2141.31,9191.5,3.985,3.417,4838.219,5804.22,,1018
2139.59,9193.69,3.985,3.416,4832.312,5804.31,,1017
2137.12,9180.47,3.985,3.417,4825.113,5768.31,,1016
2135.38,9205.56,3.984,3.418,4817.944,5768.34,,1015
2133.31,9164.5,3.984,3.419,4814.344,5768.34,,1014
2131.44,9139.5,3.984,3.419,4808.312,5768.31,,1013
2130.25,9176.06,3.984,3.42,4803.512,5768.31,,1012
2128.62,9152.97,3.984,3.42,4796.344,5732.34,,1011
2127.06,9121.47,3.984,3.42,4796.344,5732.34,,1010
2126,9171.5,3.983,3.422,4789.175,5732.38,,1009
2124,9130.84,3.983,3.421,4781.944,5732.34,,1008
2122.75,9152.38,3.983,3.422,4778.375,5732.38,,1007
2121.41,9159.94,3.983,3.423,4774.681,5732.28,,1006
2120.06,9143.84,3.983,3.422,4767.544,5732.34,,1005
2118.69,9108.88,3.983,3.423,4766.188,5732.19,,1004
2118.19,9139.06,3.983,3.423,4760.313,5696.31,,1003
2112,9156.38,3.977,3.423,4760.313,5646.75,,1002
2112.88,9139.88,3.98,3.424,4753.05,5696.25,,1001
2125.19,9149,3.996,3.753,4725.375,5698.38,,1000
203575.68,83788.19,4.271,3.248,71940.004,83788.19,,999
2132.7,9625.34,3.978,3.421,5062.752,6022.75,,998
2131.01,9253.85,3.978,3.422,4796.32,5732.32,,997
2128.96,9221.47,3.978,3.422,4789.12,5732.32,,996
2126.78,9207.84,3.978,3.423,4784.351,5732.35,,995
2124,9233.15,3.979,3.424,4778.32,5732.32,,994
2112,9228.67,3.979,3.424,4772.383,5732.38,,993
2120.29,9209.44,3.979,3.425,4766.352,5696.35,,992
2118.11,9222.98,3.98,3.425,4754.351,5696.35,,991
2115.1,9180.7,3.979,3.426,4745.858,5696.26,,990
2112.74,9175.33,3.98,3.427,4738.72,5696.32,,989
2110.59,9176.32,3.98,3.428,4731.552,5696.35,,988
2107.97,9143.68,3.98,3.428,4724.257,5660.26,,987
2106.2,9140.86,3.981,3.43,4717.159,5660.36,,986
2104.25,9152.28,3.981,3.43,4709.912,5660.31,,985
2101.86,9144.12,3.98,3.431,4702.744,5660.34,,984
2099.36,9138.72,3.98,3.432,4695.513,5624.31,,983
2096.83,9108.55,3.98,3.433,4688.344,5624.34,,982
2095.03,9136.16,3.98,3.433,4681.112,5624.31,,981
2093.44,9109.95,3.98,3.434,4673.944,5624.34,,980
2091.72,9099.3,3.979,3.435,4666.744,5624.34,,979
2090.05,9120.52,3.979,3.434,4664.359,5624.36,,978
2087.88,9075.81,3.979,3.435,4659.465,5624.27,,977
2085.61,9085.95,3.979,3.436,4652.344,5588.34,,976
2095.22,9112.78,3.994,3.767,4627.375,5600.38,,975
2093.47,9112.81,3.978,3.757,4630.744,5588.34,,974
2089.97,9098.34,3.978,3.436,4670.3595,5624.34,,973
2086.75,9080.34,3.978,3.437,4659.543,5624.34,,972
2084.06,9074.25,3.978,3.438,4652.344,5588.34,,971
2081.19,9065,3.977,3.438,4645.113,5588.31,,970
2078.75,9047,3.977,3.439,4634.344,5588.34,,969
2076.41,9003.78,3.976,3.439,4628.344,5588.34,,968
8.69,8,3.043,3.44,127.829,8,,967
2075.22,9065.47,3.977,3.434,4676.312,5624.31,,966
2074.12,9047.72,3.977,3.44,4616.344,5552.34,,965
2071.41,9021.38,3.976,3.44,4610.313,5552.31,,964
2069.31,9020.34,3.976,3.442,4601.913,5552.31,,963
2067.16,9013.88,3.976,3.443,4598.406,5552.41,,962
2065.81,9000.78,3.976,3.442,4592.344,5552.34,,961
2064.47,9015.62,3.976,3.443,4586.343,5516.34,,960
2063.19,9018.41,3.976,3.443,4580.343,5516.34,,959
2061.94,8999.78,3.975,3.444,4580.375,5516.38,,958
2059.88,8998.41,3.975,3.444,4573.113,5516.31,,957
2059,9012.22,3.975,3.444,4565.943,5516.34,,956
2057.88,9021.59,3.974,3.445,4562.344,5516.34,,955
2056.31,8999.62,3.975,3.445,4556.312,5516.31,,954
2054.56,8988.81,3.974,3.445,4551.512,5516.31,,953
2053.25,9001.19,3.974,3.446,4544.375,5480.38,,952
2063.31,9074.56,3.989,3.776,4515.187,5488.19,,951
2077.54,9091.3,3.972,3.779,4479.52,5444.32,,950
2074.43,9106.27,3.972,3.441,4616.384,5552.38,,949
2071.29,9081.63,3.971,3.441,4601.952,5552.35,,948
2069.18,9111.97,3.972,3.442,4594.752,5552.35,,947
2065.76,9048.77,3.972,3.442,4586.351,5516.38,,946
2063.04,9062.24,3.972,3.444,4574.352,5516.35,,945
2060.41,9090.91,3.972,3.443,4565.951,5516.35,,944
2057.79,9096.32,3.973,3.444,4558.658,5480.26,,943
2055.33,9079.77,3.973,3.445,4550.352,5480.35,,942
2051.59,9064.45,3.973,3.445,4537.151,5480.35,,941
2049.09,9036.86,3.973,3.448,4529.951,5480.35,,940
2047.3,9032.41,3.973,3.448,4522.619,5480.22,,939
2045.34,9019.77,3.973,3.448,4515.513,5444.31,,938
2043.42,9008.81,3.973,3.448,4508.359,5444.36,,937
2042.25,9034.11,3.973,3.449,4502.343,5444.34,,936
2039.58,9044.27,3.973,3.449,4496.36,5444.36,,935
2036.38,9016.83,3.969,3.45,4486.713,5444.31,,934
2035.91,9030.39,3.97,3.453,4472.282,5408.28,,933
2033.92,8987.84,3.97,3.454,4472.359,5408.36,,932
2032.72,9016.7,3.97,3.454,4465.113,5408.31,,931
2030.39,8955.42,3.969,3.455,4460.329,5408.33,,930
2029.08,8956.98,3.969,3.454,4457.912,5408.31,,929
2026.66,8946.56,3.969,3.454,4454.25,5408.25,,928
2035.69,9011.53,3.983,3.783,4417.375,5390.38,,927
2033.78,8993.34,3.968,3.775,4421.944,5372.34,,926
2031.5,9008.22,3.968,3.457,4466.219,5408.22,,925
2027.88,8962.78,3.967,3.456,4457.975,5408.38,,924
2026,8993.16,3.967,3.457,4450.775,5408.38,,923
2022.16,8969.12,3.966,3.458,4442.343,5372.34,,922
2020.66,8933.91,3.967,3.459,4430.344,5372.34,,921
2018.81,8945.19,3.967,3.46,4429.175,5372.38,,920
2017.25,8951.28,3.966,3.459,4421.943,5372.34,,919
2015.34,8913.84,3.966,3.46,4418.344,5372.34,,918
2013.66,8938.59,3.966,3.46,4412.344,5336.34,,917
2011.91,8931.97,3.966,3.46,4407.513,5336.31,,916
2010.44,8953.06,3.966,3.461,4400.344,5336.34,,915
2007.84,8901.75,3.965,3.462,4393.3,5336.5,,914
2006.97,8935.78,3.965,3.462,4385.819,5336.22,,913
2005,8908.25,3.965,3.462,4382.375,5336.38,,912
2004,8907.34,3.965,3.462,4378.743,5300.34,,911
2003.44,8912.56,3.965,3.463,4371.512,5300.31,,910
2001.41,8896.12,3.964,3.462,4370.218,5300.22,,909
2000.5,8920.81,3.964,3.463,4364.344,5300.34,,908
1998.62,8911.62,3.964,3.463,4357.144,5300.34,,907
1997.5,8917.88,3.964,3.464,4352.313,5300.31,,906
1996.12,8886.5,3.963,3.464,4349.975,5300.38,,905
1991.38,8893.31,3.962,3.464,4342.775,5300.38,,904
2002.56,8961.88,3.977,3.79,4298.375,5264.38,,903
2011.68,9656.32,3.938,3.463,4738.72,5732.32,,901
2011.52,9114.24,3.938,3.487,4342.72,5300.32,,900
2010.21,9122.62,3.938,3.487,4342.72,5300.32,,899
2008.16,9113.21,3.938,3.488,4335.551,5300.35,,898
2005.95,9110.53,3.938,3.488,4328.382,5264.38,,897
2003.17,9066.3,3.939,3.488,4321.249,5264.45,,896
2001.31,9131.33,3.94,3.488,4313.921,5264.32,,895
1997.7,9081.06,3.939,3.489,4299.52,5264.32,,894
1997.05,9084.99,3.941,3.49,4292.352,5228.35,,893
1994.37,9099.56,3.941,3.489,4292.321,5228.32,,892
1991.81,9103.23,3.941,3.49,4280.382,5228.38,,891
1988.86,9073.93,3.941,3.491,4270.72,5228.32,,890
1986.69,9061.95,3.941,3.49,4263.544,5192.34,,889
1983.78,9045.41,3.94,3.493,4256.25,5192.25,,888
1981.53,9030.45,3.94,3.492,4249.175,5192.38,,887
1978.59,9001.78,3.939,3.493,4238.312,5192.31,,886
1976.12,9011.75,3.939,3.493,4227.528,5192.33,,885
1973.77,9003.66,3.938,3.494,4220.359,5156.36,,884
1971.2,8952.27,3.938,3.494,4213.159,5156.36,,883
1969.83,8969.67,3.937,3.494,4208.36,5156.36,,882
1968.12,8951.64,3.937,3.495,4205.975,5156.38,,881
1966.56,9008.61,3.937,3.495,4198.728,5156.33,,880
1963.06,8961.44,3.936,3.495,4196.313,5156.31,,879
1969.66,9031.69,3.95,3.801,4151.343,5131.34,,878
1969.75,9006.12,3.935,3.794,4155.575,5120.38,,877
1966.59,9017.81,3.935,3.496,4213.082,5156.28,,876
1956,8965.03,3.935,3.496,4198.713,5156.31,,875
1957.38,8976.97,3.934,3.498,4177.144,5120.34,,874
1944,8921.41,3.934,3.499,4162.744,5120.34,,873
1953.62,8929.25,3.934,3.499,4162.713,5120.31,,872
1953.19,8953.5,3.934,3.499,4154.313,5084.31,,871
1950.59,8967.88,3.933,3.499,4154.344,5084.34,,870
1950.88,8918.06,3.933,3.499,4141.018,5084.22,,869
1949.94,8934.88,3.933,3.498,4148.313,5084.31,,868
1948,8910.25,3.933,3.498,4141.112,5084.31,,867
1946.22,8915.28,3.933,3.499,4133.944,5084.34,,866
1943.94,8904.56,3.933,3.499,4133.944,5084.34,,865
1943.19,8959.62,3.933,3.5,4126.712,5084.31,,864
1940.97,8929.62,3.933,3.5,4119.544,5048.34,,863
1939.5,8920.75,3.933,3.5,4112.343,5048.34,,862
1938.22,8908.69,3.932,3.5,4105.112,5048.31,,861
